-100.000000	0.000011
-99.979998	0.000011
-99.959996	0.000011
-99.939994	0.000012
-99.919992	0.000012
-99.899990	0.000012
-99.879988	0.000013
-99.859986	0.000013
-99.839984	0.000014
-99.819982	0.000014
-99.799980	0.000014
-99.779978	0.000015
-99.759976	0.000015
-99.739974	0.000016
-99.719972	0.000016
-99.699970	0.000017
-99.679968	0.000017
-99.659966	0.000018
-99.639964	0.000018
-99.619962	0.000019
-99.599960	0.000020
-99.579958	0.000020
-99.559956	0.000021
-99.539954	0.000021
-99.519952	0.000022
-99.499950	0.000023
-99.479948	0.000023
-99.459946	0.000024
-99.439944	0.000025
-99.419942	0.000026
-99.399940	0.000027
-99.379938	0.000028
-99.359936	0.000028
-99.339934	0.000029
-99.319932	0.000030
-99.299930	0.000031
-99.279928	0.000032
-99.259926	0.000033
-99.239924	0.000034
-99.219922	0.000035
-99.199920	0.000036
-99.179918	0.000037
-99.159916	0.000038
-99.139914	0.000040
-99.119912	0.000041
-99.099910	0.000042
-99.079908	0.000043
-99.059906	0.000045
-99.039904	0.000046
-99.019902	0.000047
-98.999900	0.000049
-98.979898	0.000050
-98.959896	0.000052
-98.939894	0.000053
-98.919892	0.000055
-98.899890	0.000056
-98.879888	0.000058
-98.859886	0.000060
-98.839884	0.000062
-98.819882	0.000063
-98.799880	0.000065
-98.779878	0.000068
-98.759876	0.000070
-98.739874	0.000072
-98.719872	0.000074
-98.699870	0.000076
-98.679868	0.000078
-98.659866	0.000081
-98.639864	0.000083
-98.619862	0.000086
-98.599860	0.000088
-98.579858	0.000091
-98.559856	0.000094
-98.539854	0.000096
-98.519852	0.000099
-98.499850	0.000102
-98.479848	0.000106
-98.459846	0.000108
-98.439844	0.000112
-98.419842	0.000115
-98.399840	0.000118
-98.379838	0.000122
-98.359836	0.000126
-98.339834	0.000130
-98.319832	0.000133
-98.299830	0.000137
-98.279828	0.000142
-98.259826	0.000145
-98.239824	0.000150
-98.219822	0.000154
-98.199820	0.000159
-98.179818	0.000163
-98.159816	0.000167
-98.139814	0.000173
-98.119812	0.000178
-98.099810	0.000184
